Time,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,surge,heave,pitch
13.864,-0.019475,-0.041361,0.042543,-0.010581,0.035517,0.015058,-0.031691,0.024592,-0.045527,0.024031,0.041223,-0.029445,0.005576,-0.013592,0.013173,0.046972963,0.8677832,17.22742
13.8721,-0.015623,-0.039458,0.044277,-0.01034,0.035979,0.018619,-0.028687,0.027847,-0.04299,0.023583,0.042988,-0.028267,0.009508,-0.009956,0.013044,0.045983986,0.86981786,16.949366
13.88,-0.011773,-0.037549,0.045813,-0.010097,0.036318,0.022086,-0.025701,0.03099,-0.04043,0.023075,0.0446,-0.027098,0.013364,-0.006349,0.012879,0.044930834,0.87184757,16.65419
13.888,-0.007911,-0.03562,0.047156,-0.00984,0.036551,0.025494,-0.022703,0.034027,-0.037832,0.022513,0.046082,-0.025927,0.017159,-0.002738,0.012689,0.043825158,0.8738392,16.345596
13.8961,-0.00405,-0.033689,0.048308,-0.009574,0.036688,0.028842,-0.019688,0.03695,-0.035213,0.021912,0.047442,-0.024769,0.020881,0.000883,0.01248,0.042644713,0.87581655,16.015742
13.904,-0.000198,-0.031768,0.049276,-0.009311,0.036721,0.032106,-0.016674,0.039752,-0.03258,0.021282,0.048666,-0.023632,0.02452,0.00449,0.012244,0.041402787,0.87776265,15.668047
13.9121,0.003664,-0.02984,0.050065,-0.009049,0.036643,0.035276,-0.013663,0.042441,-0.02991,0.020634,0.049745,-0.022503,0.02809,0.008083,0.011976,0.040086124,0.87970355,15.29917
13.92,0.007494,-0.027917,0.050687,-0.008775,0.036477,0.038315,-0.010686,0.044996,-0.02723,0.019996,0.050682,-0.021382,0.031552,0.011623,0.011699,0.03874743,0.88158266,14.920559
13.928,0.01135,-0.025972,0.051157,-0.008479,0.036242,0.041282,-0.00767,0.047462,-0.024503,0.019375,0.051518,-0.02025,0.03496,0.015189,0.011422,0.037348337,0.88344323,14.523661
13.9361,0.015203,-0.024016,0.051472,-0.008161,0.035948,0.044157,-0.004619,0.049824,-0.021741,0.018779,0.052257,-0.019112,0.038288,0.018769,0.011155,0.035916111,0.88527047,14.119058
13.944,0.019022,-0.02206,0.051634,-0.00782,0.035597,0.046883,-0.001579,0.052064,-0.018964,0.018212,0.052885,-0.017966,0.04151,0.022309,0.010898,0.034452335,0.88706917,13.716161
13.952,0.022839,-0.020088,0.051649,-0.007453,0.035185,0.049463,0.001462,0.054209,-0.016148,0.017662,0.0534,-0.016803,0.044654,0.025822,0.010649,0.032943481,0.88883523,13.300639
13.96,0.026669,-0.018093,0.051521,-0.007062,0.034721,0.051909,0.004528,0.056267,-0.013284,0.017119,0.053819,-0.015622,0.047735,0.029331,0.010408,0.031404365,0.89054282,12.872938
13.968,0.030457,-0.016106,0.051252,-0.006653,0.034217,0.054203,0.007602,0.058201,-0.010408,0.016579,0.05415,-0.014441,0.050708,0.032808,0.01018,0.029841509,0.89220689,12.435312
13.976,0.034232,-0.014103,0.050845,-0.006212,0.033672,0.056363,0.010716,0.060019,-0.007491,0.016034,0.054393,-0.01324,0.053595,0.036282,0.009969,0.028222175,0.8938403,11.983712
13.984,0.037953,-0.012101,0.050314,-0.005747,0.03309,0.05835,0.013816,0.061696,-0.004559,0.015488,0.054539,-0.012035,0.056363,0.039689,0.009773,0.026594913,0.89541079,11.527448
13.992,0.041634,-0.010103,0.04966,-0.005283,0.03244,0.060167,0.016903,0.063227,-0.0016,0.014924,0.054569,-0.010841,0.05902,0.043033,0.00956,0.024953909,0.89692475,11.065341
14.0001,0.045204,-0.008158,0.048869,-0.004853,0.031701,0.061781,0.019946,0.064564,0.001335,0.014317,0.054456,-0.009697,0.061507,0.046266,0.009304,0.023298379,0.89838922,10.596054
14.008,0.048609,-0.006293,0.04793,-0.004467,0.030872,0.063183,0.022918,0.065675,0.004204,0.013656,0.054196,-0.008619,0.063782,0.049354,0.009,0.021629908,0.89979525,10.130501
14.0161,0.051868,-0.004485,0.046834,-0.004127,0.029944,0.064388,0.025835,0.066567,0.00704,0.012933,0.053788,-0.007602,0.065859,0.052312,0.008642,0.019928293,0.90114674,9.654735
14.024,0.05494,-0.002747,0.045628,-0.003827,0.028941,0.065387,0.028661,0.067248,0.00982,0.012175,0.053243,-0.006648,0.067723,0.055096,0.008245,0.018228601,0.90243295,9.183071
14.0321,0.057909,-0.001019,0.044311,-0.003555,0.027847,0.06622,0.031484,0.067759,0.012632,0.011391,0.05256,-0.00572,0.069441,0.057782,0.007804,0.016520299,0.90366178,8.712389
14.0401,0.060699,0.000676,0.042948,-0.003294,0.026726,0.066899,0.034256,0.06811,0.015421,0.010625,0.051794,-0.004817,0.070982,0.06032,0.007363,0.014828643,0.90482569,8.248594
14.048,0.063358,0.002385,0.041558,-0.002998,0.025617,0.067471,0.037039,0.068334,0.018233,0.009893,0.050984,-0.003895,0.07239,0.062765,0.006964,0.013134106,0.90591739,7.7859286
14.0561,0.06593,0.004153,0.040155,-0.00265,0.024527,0.067964,0.039874,0.068457,0.021128,0.009202,0.050145,-0.002924,0.073704,0.065154,0.006621,0.011447886,0.90694062,7.3323412
14.064,0.068382,0.00595,0.038783,-0.002259,0.023471,0.068363,0.042709,0.068491,0.024059,0.008575,0.049288,-0.001915,0.074918,0.067432,0.006332,0.009735659,0.90789606,6.874317
14.072,0.07076,0.007798,0.037428,-0.001821,0.022431,0.06867,0.045592,0.06844,0.027067,0.008003,0.048393,-0.000859,0.076055,0.069629,0.006093,0.008033608,0.90875929,6.4206491
14.08,0.073027,0.009677,0.036117,-0.00134,0.021432,0.068905,0.048482,0.068298,0.030109,0.007493,0.047496,0.000237,0.077095,0.071715,0.005906,0.006339257,0.90954708,5.9848981
14.0881,0.075218,0.011621,0.034822,-0.000794,0.020472,0.069076,0.051424,0.068057,0.033232,0.007023,0.046588,0.001398,0.078053,0.073719,0.00578,0.004657582,0.91025631,5.5552338
14.0961,0.07729,0.013582,0.033571,-0.000202,0.019561,0.069167,0.05435,0.067716,0.036365,0.006597,0.045676,0.002595,0.078903,0.075579,0.005711,0.002992185,0.91087467,5.1402852
14.104,0.079234,0.015547,0.032348,0.000401,0.018648,0.069164,0.057246,0.06726,0.039505,0.006208,0.044726,0.003804,0.079632,0.077279,0.005648,0.001320795,0.91142429,4.7343036
14.112,0.081044,0.017515,0.031145,0.001011,0.017733,0.06906,0.060103,0.066683,0.042649,0.005844,0.04373,0.005019,0.080234,0.078811,0.005586,-0.000347,0.91191856,4.3297932
14.12,0.082723,0.019492,0.029958,0.001646,0.016836,0.06887,0.062918,0.065987,0.045799,0.005496,0.042707,0.006252,0.080707,0.080178,0.005545,-0.001952869,0.91237165,3.9416443
14.1281,0.084248,0.021479,0.028768,0.002295,0.015939,0.068587,0.065684,0.065155,0.04895,0.005148,0.041639,0.007504,0.081028,0.081378,0.005507,-0.003539932,0.91277297,3.5532633
14.1361,0.085584,0.02343,0.027574,0.00292,0.015022,0.068192,0.068349,0.064187,0.052045,0.004788,0.040515,0.008731,0.081179,0.082379,0.005439,-0.005117754,0.91310451,3.1666433
14.1441,0.086742,0.025339,0.026378,0.003509,0.014078,0.067682,0.0709,0.063094,0.055086,0.004413,0.03933,0.009919,0.081167,0.083177,0.005328,-0.006677897,0.91335888,2.7885198
14.1521,0.087716,0.027222,0.025179,0.004076,0.013113,0.067056,0.073324,0.061882,0.05808,0.004025,0.038085,0.011085,0.080991,0.083768,0.005185,-0.008219593,0.91353852,2.4249863
14.16,0.088512,0.029088,0.023973,0.004635,0.012149,0.06633,0.07561,0.060559,0.061016,0.003629,0.0368,0.012241,0.080655,0.08416,0.005028,-0.009732793,0.91363729,2.0721478
14.168,0.08914,0.03094,0.022761,0.005177,0.011183,0.065515,0.077775,0.059137,0.063903,0.003234,0.035479,0.013385,0.080168,0.084375,0.004848,-0.011215533,0.91366245,1.7341975
14.176,0.089598,0.032765,0.021559,0.005691,0.010212,0.064613,0.079804,0.057636,0.066721,0.00286,0.034124,0.014501,0.079536,0.08441,0.004639,-0.012677415,0.91361178,1.4110234
14.1841,0.089899,0.034592,0.020358,0.006202,0.00924,0.06362,0.081696,0.056054,0.069499,0.002515,0.032734,0.015618,0.078762,0.084268,0.004418,-0.014116633,0.91348671,1.1004097
14.1921,0.090056,0.036431,0.019177,0.006719,0.008298,0.06256,0.08343,0.054429,0.072214,0.00221,0.031341,0.016745,0.077875,0.083966,0.004208,-0.015549063,0.9132883,0.7968355
14.2,0.090079,0.038287,0.018025,0.007251,0.007392,0.061451,0.085018,0.052773,0.074867,0.001946,0.029953,0.017893,0.076881,0.083528,0.004016,-0.016933648,0.91303156,0.5061255
14.208,0.089962,0.040143,0.016899,0.00778,0.006512,0.060294,0.086462,0.051083,0.077435,0.001713,0.028572,0.019042,0.075777,0.082962,0.003827,-0.01828963,0.91273351,0.2242322
14.216,0.08969,0.041977,0.015794,0.008289,0.005645,0.059075,0.087731,0.049356,0.079881,0.00149,0.027184,0.020171,0.074555,0.082257,0.003626,-0.019581649,0.9124027,-0.0496907
14.224,0.08927,0.043815,0.014697,0.008794,0.004791,0.057784,0.088818,0.047586,0.082214,0.001258,0.025781,0.021305,0.073217,0.081407,0.003426,-0.020838543,0.91202355,-0.3168664
14.232,0.08872,0.045663,0.013622,0.009298,0.003954,0.056433,0.089729,0.045788,0.084436,0.001009,0.024374,0.022449,0.071778,0.080429,0.003228,-0.022070233,0.91159198,-0.5737978
14.24,0.088022,0.047492,0.012566,0.009775,0.00312,0.055016,0.09045,0.043951,0.086512,0.000737,0.022952,0.023572,0.070225,0.079319,0.003012,-0.02329045,0.91110543,-0.8210443
14.248,0.087177,0.049276,0.01154,0.010221,0.002294,0.053546,0.090974,0.042092,0.088409,0.000444,0.021532,0.024664,0.06857,0.078093,0.002778,-0.024458786,0.91057514,-1.05308243
14.256,0.086199,0.05106,0.010534,0.010659,0.00148,0.052014,0.091318,0.040196,0.090164,0.000133,0.020101,0.025758,0.06681,0.07675,0.002542,-0.025571429,0.90999602,-1.27486835
14.264,0.085122,0.052848,0.00957,0.011106,0.000702,0.050449,0.091488,0.038301,0.091775,-0.000185,0.018689,0.026865,0.064989,0.075323,0.002325,-0.026629554,0.90937536,-1.48399222
14.272,0.083945,0.054629,0.008641,0.011548,-0.000046,0.048851,0.091483,0.036407,0.093229,-0.000502,0.017297,0.027975,0.063111,0.073808,0.002118,-0.02765703,0.90872178,-1.68098455
14.2801,0.082635,0.05639,0.007721,0.011971,-0.000789,0.047188,0.091297,0.034474,0.094504,-0.000815,0.015893,0.029074,0.061135,0.072192,0.0019,-0.028652667,0.90803853,-1.86750277
14.288,0.081208,0.058098,0.006805,0.012373,-0.001521,0.045486,0.090934,0.032523,0.095563,-0.001119,0.014495,0.030144,0.059093,0.070498,0.001678,-0.029571994,0.90734368,-2.038777171
14.2961,0.079684,0.059798,0.005893,0.012775,-0.002218,0.04375,0.090419,0.030561,0.096443,-0.001406,0.013115,0.031223,0.056995,0.068737,0.001474,-0.030430554,0.90663145,-2.19633912
14.3041,0.078067,0.061475,0.004973,0.013176,-0.002891,0.041984,0.089745,0.028589,0.097124,-0.001674,0.011747,0.032301,0.05485,0.066913,0.001286,-0.031245937,0.90590447,-2.34254109
14.312,0.076348,0.063105,0.004038,0.013562,-0.003543,0.040174,0.088905,0.026611,0.097576,-0.001925,0.010386,0.033366,0.052658,0.065023,0.001102,-0.032026668,0.90515217,-2.47876799
14.32,0.074535,0.064693,0.003089,0.013941,-0.004173,0.038336,0.087918,0.024632,0.097811,-0.002163,0.009038,0.034419,0.050423,0.063081,0.000932,-0.032746237,0.9043803,-2.60023632
14.328,0.072635,0.06625,0.002123,0.014323,-0.004771,0.036473,0.086793,0.022646,0.097828,-0.00239,0.007711,0.035481,0.04815,0.061099,0.000781,-0.033403492,0.90357695,-2.70576913
14.336,0.070634,0.067766,0.001145,0.014708,-0.005342,0.034577,0.085517,0.020653,0.09762,-0.002618,0.006396,0.036543,0.045828,0.059065,0.000652,-0.034014096,0.90273443,-2.7966485
14.344,0.068549,0.069192,0.000163,0.015068,-0.005897,0.032649,0.084087,0.018659,0.097167,-0.002851,0.005086,0.037572,0.043479,0.056986,0.000523,-0.034578707,0.90186692,-2.8702064
14.352,0.066347,0.070535,-0.000827,0.0154,-0.006459,0.030655,0.082482,0.016646,0.096463,-0.00311,0.003754,0.038568,0.041065,0.054828,0.000385,-0.035087263,0.90097997,-2.92857378
14.3601,0.064049,0.071802,-0.001817,0.015713,-0.007013,0.028623,0.080727,0.014627,0.095527,-0.003393,0.002418,0.039545,0.03861,0.052619,0.000246,-0.035537859,0.90008013,-2.97235176
14.368,0.061669,0.072966,-0.002806,0.016007,-0.007558,0.026566,0.078847,0.012614,0.094372,-0.003718,0.001092,0.040488,0.036122,0.050381,0.000111,-0.035925107,0.89920053,-3.0050826
14.3761,0.059184,0.074024,-0.00379,0.01628,-0.008094,0.024461,0.076817,0.010593,0.092989,-0.004071,-0.000242,0.041399,0.033581,0.048082,-0.000022,-0.036254858,0.8983323,-3.027445
14.384,0.056629,0.074952,-0.004757,0.016522,-0.008632,0.022329,0.074661,0.008594,0.091405,-0.004452,-0.001577,0.04226,0.031024,0.045746,-0.000166,-0.036522979,0.8974758,-3.0379849
14.392,0.053979,0.075769,-0.005722,0.016739,-0.009174,0.02014,0.072362,0.006589,0.089614,-0.004854,-0.002936,0.043092,0.028422,0.043346,-0.000316,-0.036726168,0.89661328,-3.0344729
14.4,0.051252,0.076443,-0.006689,0.016937,-0.009713,0.017922,0.069949,0.004582,0.087637,-0.005279,-0.004298,0.043883,0.025792,0.040906,-0.000469,-0.036880824,0.8957514,-3.0144106
14.4081,0.048431,0.076958,-0.007681,0.017109,-0.010249,0.015665,0.067416,0.002549,0.085462,-0.005727,-0.005671,0.044626,0.023121,0.038418,-0.000625,-0.036984967,0.89487651,-2.9778287
14.416,0.045538,0.077282,-0.008687,0.017243,-0.010794,0.013376,0.064775,0.000505,0.083103,-0.006196,-0.007057,0.045303,0.020429,0.035887,-0.000799,-0.03703064,0.89400602,-2.92692855
14.424,0.042581,0.077425,-0.009707,0.01735,-0.011342,0.011054,0.06203,-0.001544,0.080573,-0.006681,-0.008462,0.045933,0.017727,0.033313,-0.000982,-0.037013093,0.89312783,-2.86176426
14.432,0.039571,0.077372,-0.010746,0.017443,-0.011885,0.008709,0.059198,-0.003599,0.077891,-0.007181,-0.009879,0.046521,0.015016,0.030707,-0.001164,-0.036930578,0.89226538,-2.78279745
14.44,0.036465,0.077093,-0.011826,0.017516,-0.012423,0.006318,0.056251,-0.005686,0.075019,-0.0077,-0.011319,0.047058,0.012258,0.028041,-0.001347,-0.036792008,0.89142113,-2.69204226
14.448,0.033312,0.076564,-0.012933,0.017553,-0.012965,0.003922,0.053236,-0.007776,0.072001,-0.008229,-0.012768,0.047518,0.009495,0.025355,-0.001542,-0.036597855,0.89060585,-2.59068447
14.456,0.030081,0.07577,-0.014076,0.017542,-0.013532,0.001479,0.05012,-0.009891,0.068814,-0.008772,-0.01426,0.047897,0.006695,0.022613,-0.001767,-0.03633814,0.88981246,-2.47851221
14.464,0.026801,0.074724,-0.01524,0.017505,-0.014106,-0.000992,0.046922,-0.012015,0.065492,-0.009327,-0.015779,0.04821,0.003882,0.019828,-0.002001,-0.036019358,0.88904866,-2.35429394
14.4721,0.023459,0.073423,-0.016432,0.017455,-0.01467,-0.003486,0.043639,-0.014165,0.062033,-0.009901,-0.017317,0.048461,0.001034,0.017003,-0.002227,-0.035640383,0.88830021,-2.21558761
14.48,0.020094,0.071887,-0.017638,0.017375,-0.01523,-0.005967,0.040323,-0.01632,0.058484,-0.01049,-0.018854,0.048625,-0.001822,0.014179,-0.002458,-0.03520076,0.88756499,-2.062255556
14.488,0.016635,0.070077,-0.018882,0.017249,-0.015817,-0.008497,0.036896,-0.018521,0.054765,-0.011107,-0.02044,0.048685,-0.004746,0.011284,-0.002717,-0.034709121,0.88684983,-1.89757084
14.496,0.013136,0.068036,-0.020145,0.017076,-0.016423,-0.011051,0.033401,-0.020728,0.050943,-0.011741,-0.02206,0.048632,-0.007693,0.008353,-0.002998,-0.03416486,0.88615099,-1.71852686
14.504,0.009593,0.065778,-0.021428,0.016864,-0.017045,-0.013626,0.029835,-0.022941,0.047022,-0.012397,-0.023706,0.048467,-0.010672,0.005381,-0.003295,-0.033556849,0.88547265,-1.52190872
14.512,0.005999,0.063309,-0.022728,0.01663,-0.017662,-0.016213,0.026199,-0.02515,0.042996,-0.013069,-0.025366,0.048193,-0.01368,0.002377,-0.003592,-0.032889246,0.88483,-1.31380544
14.5201,0.00236,0.060628,-0.024042,0.016362,-0.018283,-0.018807,0.022504,-0.027344,0.038875,-0.013759,-0.027036,0.047793,-0.016707,-0.000654,-0.003894,-0.032161929,0.88422429,-1.0919397
14.5281,-0.001306,0.057743,-0.025366,0.016053,-0.018913,-0.021407,0.01876,-0.029515,0.034681,-0.014464,-0.028723,0.047253,-0.019731,-0.003707,-0.004211,-0.031373955,0.88366767,-0.8576239
14.5361,-0.005006,0.054644,-0.026708,0.015698,-0.019561,-0.024026,0.014957,-0.031679,0.030416,-0.015188,-0.030433,0.046558,-0.022758,-0.006795,-0.004549,-0.030528905,0.88315999,-0.6134857
14.544,-0.008729,0.051344,-0.028058,0.015303,-0.020213,-0.026646,0.011109,-0.033831,0.026099,-0.015925,-0.032148,0.045706,-0.025771,-0.0099,-0.004897,-0.029621821,0.88268949,-0.3578966
14.552,-0.012482,0.047831,-0.029413,0.014877,-0.020861,-0.029268,0.007211,-0.035975,0.021723,-0.016675,-0.033862,0.044689,-0.028768,-0.013024,-0.005247,-0.028657532,0.88225666,-0.090693
14.5601,-0.01629,0.044088,-0.030796,0.014402,-0.021519,-0.031921,0.003236,-0.038145,0.017264,-0.017447,-0.035598,0.043478,-0.03178,-0.016196,-0.005613,-0.027648619,0.88186484,0.1866894
14.5681,-0.020106,0.040179,-0.032195,0.01388,-0.022188,-0.034569,-0.000762,-0.040314,0.012788,-0.018226,-0.037337,0.042078,-0.034775,-0.019372,-0.005999,-0.026583089,0.88150854,0.476892
14.5761,-0.023955,0.03609,-0.033625,0.013297,-0.022873,-0.037233,-0.004817,-0.042496,0.008263,-0.019016,-0.039091,0.040461,-0.037776,-0.022583,-0.006413,-0.025461276,0.88119053,0.780858
14.5841,-0.02783,0.031848,-0.035084,0.012657,-0.023565,-0.039908,-0.00892,-0.044694,0.003703,-0.019817,-0.040849,0.038626,-0.040781,-0.025822,-0.00685,-0.024291019,0.88091925,1.097174
14.5921,-0.031726,0.027479,-0.036574,0.011962,-0.024271,-0.042589,-0.013064,-0.046911,-0.000882,-0.020623,-0.042614,0.036578,-0.043797,-0.029083,-0.007312,-0.023058604,0.88069707,1.4256582
14.6,-0.035615,0.023022,-0.03808,0.011219,-0.024978,-0.045262,-0.017226,-0.049129,-0.005466,-0.021428,-0.044372,0.034329,-0.046809,-0.032353,-0.007793,-0.021779547,0.88053342,1.7612376
14.608,-0.039535,0.018441,-0.039616,0.010413,-0.025693,-0.04795,-0.021448,-0.051362,-0.010095,-0.022233,-0.046136,0.031854,-0.049847,-0.035667,-0.008303,-0.020434692,0.88042788,2.1058697
14.6161,-0.043462,0.01377,-0.04117,0.009544,-0.026416,-0.050631,-0.025703,-0.053597,-0.014745,-0.023031,-0.047896,0.029167,-0.052888,-0.039001,-0.008843,-0.019063268,0.88038474,2.455499
14.6241,-0.047371,0.00905,-0.042723,0.00862,-0.02714,-0.053295,-0.02996,-0.055816,-0.01938,-0.023807,-0.049639,0.026294,-0.055915,-0.042339,-0.009406,-0.017634938,0.88040137,2.8213069
14.632,-0.051227,0.00432,-0.044259,0.007654,-0.027845,-0.055913,-0.034197,-0.057998,-0.023966,-0.024555,-0.051341,0.023266,-0.058908,-0.045658,-0.009978,-0.016178018,0.88047108,3.1922311
14.64,-0.05505,-0.00044,-0.045768,0.006641,-0.028528,-0.05849,-0.038425,-0.060139,-0.028525,-0.025266,-0.052999,0.020073,-0.061881,-0.048969,-0.010555,-0.014660112,0.88059435,3.57393
14.6481,-0.058873,-0.00527,-0.047256,0.005567,-0.029191,-0.061043,-0.042671,-0.062251,-0.0331,-0.025935,-0.054626,0.016689,-0.064856,-0.052292,-0.01114,-0.013105021,0.88077126,3.9614921
14.656,-0.062576,-0.010021,-0.048668,0.004462,-0.02981,-0.06349,-0.046805,-0.064264,-0.037548,-0.026534,-0.056161,0.013219,-0.067734,-0.055526,-0.01171,-0.011524981,0.88100429,4.3570468
14.664,-0.066221,-0.014769,-0.050012,0.003312,-0.030378,-0.065869,-0.050905,-0.066207,-0.041941,-0.027055,-0.057618,0.009612,-0.070559,-0.058727,-0.012261,-0.009914408,0.88129004,4.7573183
14.6721,-0.069783,-0.019481,-0.051271,0.002131,-0.030882,-0.068158,-0.05494,-0.068056,-0.046254,-0.027483,-0.058979,0.0059,-0.07331,-0.061873,-0.012777,-0.008239659,0.88163339,5.1710708
14.6801,-0.073228,-0.024111,-0.052431,0.000924,-0.031312,-0.070336,-0.058864,-0.069792,-0.050445,-0.027811,-0.060221,0.002122,-0.075952,-0.064926,-0.013247,-0.006538896,0.8820337,5.5905335
14.688,-0.076531,-0.028633,-0.053479,-0.000309,-0.031666,-0.072383,-0.062645,-0.071398,-0.054491,-0.028033,-0.061334,-0.00169,-0.078464,-0.067864,-0.013673,-0.004837332,0.88248785,6.0104442
14.6961,-0.079745,-0.033111,-0.05443,-0.00159,-0.031953,-0.074331,-0.066343,-0.072896,-0.058456,-0.028151,-0.062335,-0.005582,-0.080877,-0.070733,-0.014064,-0.003101613,0.88300406,6.4364052
14.7041,-0.082834,-0.037493,-0.055267,-0.002908,-0.032164,-0.076169,-0.069928,-0.074274,-0.062294,-0.02816,-0.063206,-0.009505,-0.083165,-0.073512,-0.014415,-0.001344645,0.88357742,6.8664484
14.712,-0.08576,-0.041733,-0.055981,-0.004248,-0.032292,-0.077873,-0.073363,-0.075514,-0.065966,-0.028059,-0.063935,-0.013406,-0.085295,-0.076168,-0.014719,0.000441,0.88421274,7.3007243
14.72,-0.088539,-0.045859,-0.056572,-0.005623,-0.032337,-0.079443,-0.076658,-0.076621,-0.069501,-0.027852,-0.064517,-0.017304,-0.087281,-0.07871,-0.014982,0.002244895,0.88490969,7.736097
14.728,-0.091162,-0.049863,-0.057031,-0.007039,-0.03229,-0.080868,-0.0798,-0.077588,-0.072891,-0.02753,-0.064942,-0.021183,-0.089118,-0.081128,-0.015204,0.004048706,0.88566419,8.168061
14.736,-0.093639,-0.053756,-0.05735,-0.008505,-0.032149,-0.082157,-0.082805,-0.078414,-0.076149,-0.027092,-0.065208,-0.025042,-0.090807,-0.083433,-0.015388,0.005863849,0.88647916,8.60489
14.744,-0.095911,-0.057452,-0.057517,-0.009995,-0.031911,-0.08328,-0.085609,-0.079078,-0.079204,-0.026546,-0.065304,-0.028794,-0.092305,-0.085578,-0.015527,0.007678817,0.88734698,9.039808
14.752,-0.098008,-0.061012,-0.057529,-0.011535,-0.031567,-0.084247,-0.08825,-0.079591,-0.082103,-0.025881,-0.065225,-0.032487,-0.093634,-0.087589,-0.015622,0.009500594,0.88827038,9.476497
14.76,-0.09991,-0.06439,-0.057378,-0.013105,-0.031111,-0.085031,-0.090686,-0.079937,-0.084817,-0.025097,-0.064957,-0.036065,-0.094778,-0.089434,-0.015663,0.011330753,0.88925267,9.916341
14.768,-0.101592,-0.067566,-0.057028,-0.014678,-0.030513,-0.085611,-0.092896,-0.080087,-0.087325,-0.024157,-0.064472,-0.039501,-0.095706,-0.091085,-0.015619,0.013168674,0.89030178,10.355897
14.7761,-0.103012,-0.070498,-0.056442,-0.016213,-0.029738,-0.085948,-0.094848,-0.080002,-0.089586,-0.023019,-0.063735,-0.042748,-0.096371,-0.092509,-0.01545,0.014996806,0.89140605,10.791901
14.784,-0.104109,-0.073105,-0.055596,-0.017643,-0.02877,-0.08601,-0.096476,-0.079653,-0.091531,-0.021666,-0.06273,-0.045714,-0.096731,-0.09365,-0.015122,0.01682809,0.89257045,11.227644
14.792,-0.104896,-0.075441,-0.054453,-0.01898,-0.027565,-0.085775,-0.097808,-0.079014,-0.093204,-0.020048,-0.061408,-0.048455,-0.096785,-0.09452,-0.01461,0.018642593,0.89377256,11.658976
14.8,-0.105352,-0.077447,-0.053043,-0.020178,-0.026155,-0.085246,-0.098808,-0.078103,-0.094564,-0.01821,-0.059806,-0.050895,-0.096531,-0.095094,-0.013928,0.020448832,0.89502004,12.083941
14.808,-0.105489,-0.079164,-0.051351,-0.021259,-0.024534,-0.084429,-0.099508,-0.076912,-0.095635,-0.016138,-0.057912,-0.053083,-0.095972,-0.095388,-0.013079,0.022228087,0.89631201,12.499595
14.816,-0.10531,-0.080587,-0.049388,-0.02222,-0.022721,-0.083333,-0.099913,-0.075445,-0.096421,-0.013865,-0.055742,-0.05501,-0.095106,-0.095408,-0.012088,0.023974627,0.89764924,12.91255
14.824,-0.104841,-0.081721,-0.047203,-0.023055,-0.02076,-0.081989,-0.100041,-0.073741,-0.096935,-0.011459,-0.053345,-0.056667,-0.093972,-0.09517,-0.010994,0.025690561,0.89902842,13.320054
14.832,-0.104084,-0.082593,-0.044771,-0.023777,-0.018633,-0.080379,-0.099903,-0.071786,-0.097195,-0.008913,-0.05069,-0.058087,-0.092563,-0.094673,-0.009802,0.02740421,0.90046564,13.720205
14.84,-0.10305,-0.083192,-0.042112,-0.024371,-0.016365,-0.078517,-0.099503,-0.06959,-0.097196,-0.006266,-0.0478,-0.059253,-0.090887,-0.093922,-0.008536,0.029085294,0.90194138,14.113971
14.8481,-0.101759,-0.083533,-0.039248,-0.024846,-0.013987,-0.07643,-0.098852,-0.067173,-0.09695,-0.003554,-0.044708,-0.060178,-0.08896,-0.092929,-0.007228,0.030718032,0.90346063,14.496338
14.856,-0.100235,-0.083629,-0.036213,-0.025196,-0.011535,-0.07414,-0.097965,-0.064563,-0.096469,-0.000825,-0.04145,-0.060865,-0.086806,-0.091707,-0.005908,0.032322229,0.90503695,14.877774
14.864,-0.098474,-0.083497,-0.032983,-0.025436,-0.00899,-0.071625,-0.096854,-0.06174,-0.095769,0.001928,-0.037992,-0.061337,-0.084411,-0.090255,-0.004575,0.033888576,0.90665175,15.251854
14.872,-0.09651,-0.083162,-0.029601,-0.02558,-0.006393,-0.068925,-0.095549,-0.058746,-0.094873,0.00466,-0.034378,-0.061612,-0.081813,-0.088607,-0.003262,0.035413522,0.90828909,15.613181
14.88,-0.09439,-0.082655,-0.026139,-0.025647,-0.003812,-0.066107,-0.094086,-0.055643,-0.09382,0.007304,-0.030695,-0.061712,-0.079067,-0.086809,-0.002014,0.036903909,0.90997428,15.963648
14.888,-0.092117,-0.082002,-0.02258,-0.025666,-0.00125,-0.063158,-0.092468,-0.05242,-0.092627,0.009868,-0.026928,-0.061669,-0.076166,-0.084854,-0.000842,0.038345154,0.91170256,16.300897
14.896,-0.089701,-0.081228,-0.018938,-0.02565,0.001285,-0.060084,-0.090709,-0.049088,-0.091309,0.012331,-0.023087,-0.061504,-0.073121,-0.082754,0.000246,0.039707014,0.91345042,16.621301
14.9041,-0.087176,-0.080341,-0.015274,-0.025588,0.003753,-0.056938,-0.088847,-0.045706,-0.089889,0.014648,-0.019236,-0.06121,-0.069982,-0.08055,0.001244,0.041022994,0.91523934,16.929321
14.912,-0.084529,-0.079337,-0.011574,-0.02548,0.00616,-0.053711,-0.086871,-0.04226,-0.088357,0.016827,-0.015371,-0.060787,-0.066737,-0.078231,0.002167,0.042292775,0.917069,17.226169
14.92,-0.081754,-0.078226,-0.00784,-0.025327,0.008498,-0.050398,-0.084776,-0.038749,-0.086718,0.018858,-0.011501,-0.060243,-0.063381,-0.075793,0.003018,0.043516539,0.91893432,17.50996
